EXPERIMENT,DEVICES,CLOUDS,MAX_QUEUE_SIZE,AVG_QUEUE_SIZE,TOTAL_JOBS,AVG_JOBS_DEVICE,MAX_JOBS_DEVICES,AVG_JOBS_CLOUD,MAX_JOBS_CLOUD,DEVICES_WITH_1+JOB,EXECUTION_TIME_AVG,EXECUTION_TIME_MAX,EXECUTION_TIME_MIN,EXECUTION_TIME_DEVICE_AVG,EXECUTION_TIME_DEVICE_MAX,EXECUTION_TIME_DEVICE_MIN,EXECUTION_TIME_CLOUD_AVG,EXECUTION_TIME_CLOUD_MAX,EXECUTION_TIME_CLOUD_MIN,AVG_EXPERIMENT_TIME,MAX_EXPERIMENT_TIME
MultiDeviceSchedulerLocalRemoteRandom04/0/1,2,0,1,1.0,18,9.0,10,0,0,2,10311.8375,17751,8727,10311.8375,17751,8727,0,0,0,233822.5,233940
MultiDeviceSchedulerLocalRemoteRandom04/0/0,2,0,1,0.5,17,8.5,10,0,0,2,10885.642857142857,17776,8584,10885.642857142857,17776,8584,0,0,0,217639.5,240048
EstimatedTimeScheduler10/2/2,4,0,99,99.0,276,69.0,91,0,0,4,627583.6739185255,1541562,20099,627583.6739185255,1541562,20099,0,0,0,1451777.5,1748678
EstimatedTimeScheduler10/2/1,4,0,99,99.0,281,70.25,89,0,0,4,619385.4407092063,1548919,20458,619385.4407092063,1548919,20458,0,0,0,1451875.0,1748917
EstimatedTimeScheduler10/2/0,4,0,99,99.0,279,69.75,93,0,0,4,635813.5762468922,1538055,20350,635813.5762468922,1538055,20350,0,0,0,1451324.5,1750336
EstimatedTimeScheduler10/1/2,4,0,99,99.0,119,29.75,34,0,0,4,264102.57822053554,508153,19814,264102.57822053554,508153,19814,0,0,0,551884.0,573597
EstimatedTimeScheduler10/1/1,4,0,99,98.75,118,29.5,35,0,0,4,253964.62888986018,488170,19794,253964.62888986018,488170,19794,0,0,0,543527.5,565957
EstimatedTimeScheduler10/1/0,4,0,99,98.0,121,30.25,36,0,0,4,261311.25748968468,511126,20083,261311.25748968468,511126,20083,0,0,0,548017.5,565137
EstimatedTimeScheduler10/0/2,4,0,99,99.0,199,49.75,66,0,0,4,472445.4131609618,1545875,20134,472445.4131609618,1545875,20134,0,0,0,1152574.0,1748195
EstimatedTimeScheduler10/0/1,4,0,99,76.5,195,48.75,73,0,0,4,466828.89306642744,1534628,20235,466828.89306642744,1534628,20235,0,0,0,1154549.75,1747086
EstimatedTimeScheduler10/0/0,4,0,99,76.5,193,48.25,67,0,0,4,477138.21140124806,1537690,19550,477138.21140124806,1537690,19550,0,0,0,1157086.25,1748414
EstimatedTimeScheduler05/0/2,2,0,90,49.5,217,108.5,117,0,0,2,542924.4173931624,1120267,10069,542924.4173931624,1120267,10069,0,0,0,1358701.5,1359564
EstimatedTimeScheduler05/0/1,2,0,92,50.5,223,111.5,114,0,0,2,542830.0058345405,1140311,9990,542830.0058345405,1140311,9990,0,0,0,1376770.5,1377634
EstimatedTimeScheduler05/0/0,2,0,91,50.0,220,110.0,114,0,0,2,483144.1041046011,1007233,9703,483144.1041046011,1007233,9703,0,0,0,1226511.5,1238338
SingleDeviceSchedulerCloud10/0/2,4,1,99,19.8,918,114.75,136,459,459,5,122780.32757554646,238778,1972,122773.15674612153,238778,2218,122809.01089324619,238487,1972,474186.0,476511
SingleDeviceSchedulerCloud10/0/1,4,1,99,19.8,970,121.25,136,485,485,5,135516.08868646275,266387,1902,135571.33508488256,266387,2178,135295.1030927835,266047,1902,498026.8,502453
SingleDeviceSchedulerCloud10/0/0,4,1,99,19.8,936,117.0,129,468,468,5,121901.73628263522,243548,2216,121966.32259688377,243548,2533,121643.39102564103,243305,2216,476737.2,482141
EstimatedTimeScheduler15/0/2,6,0,9,7.166666666666667,144,24.0,30,0,0,6,37200.95835529205,112418,9058,37200.95835529205,112418,9058,0,0,0,284441.3333333333,293781
EstimatedTimeScheduler15/0/1,6,0,7,5.166666666666667,140,23.333333333333332,31,0,0,6,26686.651693432013,76652,9001,26686.651693432013,76652,9001,0,0,0,260011.5,272096
EstimatedTimeScheduler15/0/0,6,0,2,1.8333333333333333,117,19.5,27,0,0,6,5983.973458707154,30732,102,5983.973458707154,30732,102,0,0,0,193254.33333333334,229168
SingleDeviceSchedulerCloud07/0/2,2,1,2,0.6666666666666666,118,29.5,32,59,59,3,1436.3406308851224,2725,701,1547.6041666666665,2725,1034,1213.8135593220338,2408,701,228451.33333333334,232023
SingleDeviceSchedulerCloud07/0/1,2,1,2,0.6666666666666666,116,29.0,29,58,58,3,1377.781609195402,2943,691,1473.2241379310344,2943,985,1186.896551724138,2750,691,222506.66666666666,227788
SingleDeviceSchedulerCloud07/0/0,2,1,2,0.6666666666666666,124,31.0,32,62,62,3,1434.8227822580648,3082,725,1549.040625,3082,1026,1206.3870967741937,2883,725,230787.0,231940
MultiDeviceSchedulerLocalRemoteRandom16/0/2,8,0,5,2.0,105,13.125,17,0,0,8,17021.839784663865,77012,8822,17021.839784663865,77012,8822,0,0,0,248249.25,286049
MultiDeviceSchedulerLocalRemoteRandom16/0/1,8,0,2,1.375,90,11.25,16,0,0,8,14291.147269570707,35987,6996,14291.147269570707,35987,6996,0,0,0,235193.125,258604
MultiDeviceSchedulerLocalRemoteRandom16/0/0,8,0,3,1.875,101,12.625,17,0,0,8,14350.29147323265,36555,8725,14350.29147323265,36555,8725,0,0,0,244248.25,266080
Single_MultiDeviceSchedulerLocalRemoteRoundRobin02/0/2,2,0,9,8.5,59,29.5,59,0,0,2,78574.81355932204,207736,10118,78574.81355932204,207736,10118,0,0,0,428054.5,428161
Single_MultiDeviceSchedulerLocalRemoteRoundRobin02/0/1,2,0,8,5.5,50,25.0,50,0,0,2,41595.66,136121,8975,41595.66,136121,8975,0,0,0,356740.5,362021
Single_MultiDeviceSchedulerLocalRemoteRoundRobin02/0/0,2,0,9,6.5,54,27.0,54,0,0,2,54001.87037037037,172242,8946,54001.87037037037,172242,8946,0,0,0,389692.5,389771
Single_MultiDeviceSchedulerLocalRemoteRandom13/0/2,8,0,5,2.25,119,14.875,119,0,0,8,20108.73949579832,80041,9169,20108.73949579832,80041,9169,0,0,0,242246.85714285713,292242
Single_MultiDeviceSchedulerLocalRemoteRandom13/0/1,8,0,4,2.0,110,13.75,110,0,0,8,18009.745454545453,52925,8888,18009.745454545453,52925,8888,0,0,0,237000.2857142857,283598
Single_MultiDeviceSchedulerLocalRemoteRandom13/0/0,8,0,7,3.0,129,16.125,129,0,0,8,26211.007751937985,108360,8988,26211.007751937985,108360,8988,0,0,0,261939.85714285713,336893
EstimatedTimeScheduler08/0/2,2,0,2,2.0,21,10.5,13,0,0,2,11890.725961538461,23820,8740,11890.725961538461,23820,8740,0,0,0,219048.5,239289
EstimatedTimeScheduler08/0/1,2,0,2,2.0,20,10.0,12,0,0,2,12608.375,23062,8941,12608.375,23062,8941,0,0,0,190838.5,205711
EstimatedTimeScheduler08/0/0,2,0,3,2.5,17,8.5,9,0,0,2,14770.291666666668,31676,8914,14770.291666666668,31676,8914,0,0,0,179707.5,188663
Single_MultiDeviceSchedulerLocalRemoteRoundRobin10/0/2,6,0,1,1.0,38,6.333333333333333,38,0,0,6,9296.473684210527,10550,8675,9296.473684210527,10550,8675,0,0,0,202837.33333333334,225769
Single_MultiDeviceSchedulerLocalRemoteRoundRobin10/0/1,6,0,1,1.0,45,7.5,45,0,0,6,9127.2,10540,8613,9127.2,10540,8613,0,0,0,229595.33333333334,244587
Single_MultiDeviceSchedulerLocalRemoteRoundRobin10/0/0,6,0,1,1.0,38,6.333333333333333,38,0,0,6,9217.28947368421,10151,8648,9217.28947368421,10151,8648,0,0,0,210981.5,229850
EstimatedTimeScheduler09/0/2,4,0,3,2.25,56,14.0,19,0,0,4,13906.533689994216,32570,8892,13906.533689994216,32570,8892,0,0,0,220604.25,230811
EstimatedTimeScheduler09/0/1,4,0,2,1.25,52,13.0,17,0,0,4,12461.20207733443,19030,8863,12461.20207733443,19030,8863,0,0,0,228008.25,240000
EstimatedTimeScheduler09/0/0,4,0,2,1.5,42,10.5,13,0,0,4,13147.963034188033,26973,8971,13147.963034188033,26973,8971,0,0,0,210758.25,231792
SingleDeviceSchedulerCloud02/0/2,1,1,1,0.5,90,45.0,45,45,45,2,1316.1888888888889,2815,774,1488.8444444444444,2815,1086,1143.5333333333333,2475,774,219873.5,220055
SingleDeviceSchedulerCloud02/0/1,1,1,2,1.0,90,45.0,45,45,45,2,1308.7333333333333,2686,790,1476.9777777777779,2686,1088,1140.4888888888888,2374,790,235642.0,235813
SingleDeviceSchedulerCloud02/0/0,1,1,1,0.5,102,51.0,51,51,51,2,1315.5392156862745,2829,721,1488.7254901960785,2829,1008,1142.3529411764705,2523,721,236431.5,236606
Single_EstimatedTimeScheduler09/0/2,4,0,2,1.25,19,4.75,19,0,0,4,11664.736842105263,21831,8692,11664.736842105263,21831,8692,0,0,0,83043.0,245293
Single_EstimatedTimeScheduler09/0/1,4,0,2,1.5,20,5.0,20,0,0,4,11886.75,22859,8752,11886.75,22859,8752,0,0,0,79437.0,245901
Single_EstimatedTimeScheduler09/0/0,4,0,4,2.0,22,5.5,22,0,0,4,13389.545454545454,37690,8705,13389.545454545454,37690,8705,0,0,0,114469.5,246532
Single_MultiDeviceSchedulerLocalRemoteRoundRobin04/0/2,2,0,1,1.0,10,5.0,10,0,0,2,9099.3,9974,8733,9099.3,9974,8733,0,0,0,228254.0,228706
Single_MultiDeviceSchedulerLocalRemoteRoundRobin04/0/1,2,0,1,1.0,12,6.0,12,0,0,2,10110.083333333334,18503,8755,10110.083333333334,18503,8755,0,0,0,230885.0,233000
Single_MultiDeviceSchedulerLocalRemoteRoundRobin04/0/0,2,0,1,1.0,18,9.0,18,0,0,2,9490.0,13119,8814,9490.0,13119,8814,0,0,0,225895.0,232261
MultiDeviceSchedulerLocalRemoteRandom13/0/2,8,0,99,86.625,891,111.375,120,0,0,8,741261.9984649562,1554831,9917,741261.9984649562,1554831,9917,0,0,0,1754971.375,1761832
MultiDeviceSchedulerLocalRemoteRandom13/0/1,8,0,99,76.5,907,113.375,124,0,0,8,674367.7674757473,1538228,9637,674367.7674757473,1538228,9637,0,0,0,1753377.125,1760041
MultiDeviceSchedulerLocalRemoteRandom13/0/0,8,0,99,85.125,861,107.625,121,0,0,8,701243.1498343984,1558360,9944,701243.1498343984,1558360,9944,0,0,0,1750461.5,1752420
MultiDeviceSchedulerLocalRemoteRoundRobin07/0/2,4,0,4,3.0,81,20.25,25,0,0,4,19821.122822966507,52204,9153,19821.122822966507,52204,9153,0,0,0,258485.75,259740
MultiDeviceSchedulerLocalRemoteRoundRobin07/0/1,4,0,5,3.75,86,21.5,25,0,0,4,25129.257997076023,74759,9071,25129.257997076023,74759,9071,0,0,0,278661.5,305144
MultiDeviceSchedulerLocalRemoteRoundRobin07/0/0,4,0,3,2.75,83,20.75,27,0,0,4,17724.379106280194,43594,8756,17724.379106280194,43594,8756,0,0,0,256126.75,272754
Single_MultiDeviceSchedulerLocalRemoteRoundRobin07/0/2,4,0,1,1.0,23,5.75,23,0,0,4,9071.130434782608,10372,8731,9071.130434782608,10372,8731,0,0,0,190010.75,224887
Single_MultiDeviceSchedulerLocalRemoteRoundRobin07/0/1,4,0,1,1.0,22,5.5,22,0,0,4,9143.272727272728,10495,8684,9143.272727272728,10495,8684,0,0,0,187113.5,212193
Single_MultiDeviceSchedulerLocalRemoteRoundRobin07/0/0,4,0,1,1.0,33,8.25,33,0,0,4,9098.242424242424,10245,8602,9098.242424242424,10245,8602,0,0,0,209705.0,231741
Single_EstimatedTimeScheduler07/0/2,2,0,3,2.5,23,11.5,23,0,0,2,15469.04347826087,40745,9163,15469.04347826087,40745,9163,0,0,0,223322.5,233192
Single_EstimatedTimeScheduler07/0/1,2,0,2,1.5,24,12.0,24,0,0,2,13111.666666666666,22684,8838,13111.666666666666,22684,8838,0,0,0,230592.5,236949
Single_EstimatedTimeScheduler07/0/0,2,0,2,1.5,21,10.5,21,0,0,2,12420.666666666666,25659,8657,12420.666666666666,25659,8657,0,0,0,224587.5,224672
